change,changeOverTime,changePercent,close,date,high,label,low,open,unadjustedVolume,volume,vwap,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Elapsed,rpt_earnings,up_or_down,up_yesterday,up_last3,up_last10,low_to_open,low_to_close,hi_to_open,hi_to_close,hi_to_low
0.787253,0.03750331490820871,0.351,224.9551,2018-09-28,225.0548,"Sep 28, 18",223.2411,224.0084,22929364,22929364,224.3687,2018,9,39,28,4,271,False,False,False,False,False,False,1538092800,0,1,1,0.6666666666666666,0.4,0.9965746820208528,0.9923807017489268,1.0046712533994262,1.0004431995540444,1.008124400032073
1.5147,0.044489181292618175,0.673,226.4698,2018-10-01,228.6223,"Oct 1, 18",225.563,227.1574,23600802,23600802,227.2574,2018,10,40,1,0,274,False,True,False,True,False,False,1538352000,0,0,1,0.6666666666666666,0.5,0.9929810783183819,0.9959959341157187,1.0064488323955108,1.0095045785354162,1.0135629513705706
2.013,0.05377323030022116,0.889,228.4828,2018-10-02,229.2003,"Oct 2, 18",225.842,226.4599,24788170,24788170,228.2469,2018,10,40,2,1,275,False,False,False,False,False,False,1538438400,0,1,0,0.6666666666666666,0.5,0.997271481617717,0.9884420183926318,1.0121010386386287,1.0031402801436258,1.0148701304451784
2.7803,0.0665961023597535,1.217,231.2631,2018-10-03,232.6582,"Oct 3, 18",228.9811,229.2501,28654799,28654799,231.4269,2018,10,40,3,2,276,False,False,False,False,False,False,1538524800,0,1,1,0.6666666666666666,0.5,0.9988266090178368,0.9901324508752153,1.014866296677733,1.0060325231305816,1.016058530594883
-4.0658,0.047844444905649146,-1.758,227.1973,2018-10-04,231.5421,"Oct 4, 18",225.9417,229.9776,32042000,32042000,227.9985,2018,10,40,4,3,277,False,False,False,False,False,False,1538611200,0,0,1,0.6666666666666666,0.6,0.9824508995658707,0.9944735258737669,1.0068028364501587,1.019123466696127,1.0247869251227197
-3.6871,0.030838908144181783,-1.623,223.5101,2018-10-05,227.6158,"Oct 5, 18",219.813,227.1674,33580463,33580463,223.5999,2018,10,40,5,4,278,False,False,False,False,False,False,1538697600,0,0,0,0.6666666666666666,0.6,0.9676256364249448,0.9834589130424084,1.0019738747725246,1.0183691922646896,1.0354974455559953
-0.518192,0.028449407006159364,-0.232,222.992,2018-10-08,224.0184,"Oct 8, 18",219.4344,221.4374,29663923,29663923,222.0075,2018,10,41,8,0,281,False,False,False,False,False,False,1538956800,0,1,0,0.3333333333333333,0.6,0.9909545541990649,0.9840460644328048,1.0116556643096424,1.0046028557078281,1.0208900701075128
3.0892,0.0426969401379463,1.385,226.0812,2018-10-09,226.4798,"Oct 9, 18",221.4735,222.8624,26891029,26891029,224.8239,2018,10,41,9,1,282,False,False,False,False,False,False,1539043200,0,1,1,0.3333333333333333,0.6,0.9937679034238166,0.9796192695367859,1.0162315401790523,1.0017630833523532,1.022604510246147
-10.4735,-0.005607325774189613,-4.633,215.6077,2018-10-10,225.563,"Oct 10, 18",215.2988,224.6761,41990554,41990554,220.2722,2018,10,41,10,2,283,False,False,False,False,False,False,1539129600,0,0,1,0.6666666666666666,0.6,0.9582630284218037,0.9985673053420634,1.0039474603662784,1.0461732118101532,1.0476742090527211
-1.9034,-0.014385433313270947,-0.883,213.7044,2018-10-11,218.7368,"Oct 11, 18",211.5818,213.7741,53124392,53124392,215.0777,2018,10,41,11,3,284,False,False,False,False,False,False,1539216000,0,0,0,0.6666666666666666,0.6,0.9897447819918315,0.9900675886879259,1.0232146925188785,1.0235484154748336,1.0338167082423915
7.6334,0.020819698971744377,3.572,221.3377,2018-10-12,222.105,"Oct 12, 18",216.086,219.6536,40337851,40337851,219.6263,2018,10,41,12,4,285,False,False,False,False,False,False,1539302400,0,1,0,0.3333333333333333,0.5,0.9837580626950799,0.9762729078688357,1.011160299671847,1.0034666484742545,1.0278546504632413
-4.7335,-0.0010114217324229341,-2.139,216.6042,2018-10-15,221.0587,"Oct 15, 18",216.5146,220.391,30791007,30791007,217.9779,2018,10,42,15,0,288,False,False,False,False,False,False,1539561600,0,0,1,0.3333333333333333,0.5,0.9824112599879306,0.9995863422777583,1.0030296155469143,1.0205651598630128,1.02098749922638
4.7733,0.02100371961526313,2.204,221.3776,2018-10-16,222.2147,"Oct 16, 18",216.009,218.1688,29183963,29183963,219.2339,2018,10,42,16,1,289,False,False,False,False,False,False,1539648000,0,1,0,0.3333333333333333,0.5,0.9901003259861171,0.975749127282977,1.0185448148406189,1.0037813220488432,1.0287288955552778
-0.956662,0.016591375012394844,-0.432,220.4209,2018-10-17,221.8659,Oct 17,218.5774,221.5271,22885397,22885397,220.2394,2018,10,42,17,2,290,False,False,False,False,False,False,1539734400,0,0,1,0.6666666666666666,0.5,0.9866846990729352,0.9916364555266766,1.0015293839895887,1.0065556396875253,1.0150450138028908
-5.152,-0.007169887027928216,-2.337,215.2689,2018-10-18,218.976,Oct 18,212.2594,217.1025,32581315,32581315,216.23,2018,10,42,18,3,291,False,False,False,False,False,False,1539820800,0,0,0,0.3333333333333333,0.4,0.9776921039601111,0.9860198105718011,1.008629564376274,1.0172207875824144,1.0316433571375403
3.2786,0.007951167654797649,1.523,218.5475,2018-10-19,220.4907,Oct 19,216.674,217.3018,33078726,33078726,218.5974,2018,10,42,19,4,292,False,False,False,False,False,False,1539907200,0,1,0,0.3333333333333333,0.4,0.9971109305123106,0.9914274928791224,1.0146749819835823,1.0088914309246273,1.0176149422634926
1.3353,0.01410963295030293,0.611,219.8828,2018-10-22,222.5834,Oct 22,218.1787,219.0258,28792082,28792082,220.5185,2018,10,43,22,0,295,False,False,False,False,False,False,1540166400,0,1,1,0.3333333333333333,0.5,0.9961324191031375,0.9922499622526182,1.016242835318944,1.0122819975004866,1.020188496860601
2.0728,0.02366948232087393,0.943,221.9556,2018-10-23,222.4738,Oct 23,213.9535,215.0796,38767846,38767846,218.0573,2018,10,43,23,1,296,False,False,False,False,False,False,1540252800,0,1,1,0.6666666666666666,0.5,0.9947642640213205,0.9639472939632971,1.0343788997189878,1.0023347011744692,1.039823139140047
-7.6134,-0.011444331449312495,-3.43,214.3421,2018-10-24,223.4504,Oct 24,213.794,221.826,40925163,40925163,218.6682,2018,10,43,24,2,297,False,False,False,False,False,False,1540339200,0,0,1,1.0,0.5,0.9637914401377657,0.9974428728653868,1.0073228566534131,1.042494218354677,1.0451668428487235
4.6936,0.010203229815956292,2.19,219.0358,2018-10-25,220.6103,Oct 25,215.9964,216.953,29855768,29855768,218.6828,2018,10,43,25,3,298,False,False,False,False,False,False,1540425600,0,1,0,0.6666666666666666,0.5,0.9955907500702916,0.9861237295455811,1.0168575682290635,1.0071883226394955,1.0213610041648842
-3.4878,-0.005883126137157629,-1.592,215.5479,2018-10-26,219.4244,Oct 26,211.9305,215.1493,47258375,47258375,215.4815,2018,10,43,26,4,299,False,False,False,False,False,False,1540512000,0,1,1,0.6666666666666666,0.6,0.9850392262489349,0.9832176513897839,1.0198703876796251,1.0179844016109645,1.035360177039171
-4.0459,-0.024543003871812723,-1.877,211.502,2018-10-29,218.9261,Oct 29,205.3734,218.4279,45935520,45935520,213.8345,2018,10,44,29,0,302,False,False,False,False,False,False,1540771200,0,0,1,0.6666666666666666,0.6,0.9402342832577707,0.9710234418587058,1.00228084415956,1.0351017957276998,1.0659905323668986
1.0563,-0.019670838262457666,0.499,212.5584,2018-10-30,214.4318,Oct 30,208.5424,210.4158,36659990,36659990,212.0577,2018,10,44,30,1,303,False,False,False,False,False,False,1540857600,0,1,0,0.6666666666666666,0.6,0.9910966762001713,0.9811063688849746,1.0190860192057822,1.0088135778214364,1.0282407798126425
5.5407,0.005882664932537266,2.607,218.099,2018-10-31,219.6835,Oct 31,215.8668,216.1259,38358933,38358933,218.1614,2018,10,44,31,2,304,True,False,False,False,False,False,1540944000,0,1,1,0.6666666666666666,0.6,0.9988011617302693,0.989765198373216,1.0164607758718414,1.007265049358319,1.017680810573928
3.3483,0.021325179235645662,1.535,221.4473,2018-11-01,221.5869,Nov 1,216.0562,218.2884,58323180,58323180,218.8588,2018,11,44,1,3,305,False,True,False,False,False,False,1541030400,1,1,1,0.6666666666666666,0.7,0.9897740786958904,0.9756551558768157,1.0151107434018483,1.0006303982934088,1.0255984322597547
-14.6887,-0.046419783833394415,-6.633,206.7586,2018-11-02,212.9071,Nov 2,204.7157,208.8214,91328654,91328654,207.2844,2018,11,44,2,4,306,False,False,False,False,False,False,1541116800,0,0,1,1.0,0.8,0.980338700918584,0.9901193952754564,1.019565523456887,1.0297375780257751,1.0400135407299
-5.8695,-0.07349018902471358,-2.839,200.8891,2018-11-05,203.6793,Nov 5,197.481,203.5896,66163669,66163669,200.1058,2018,11,45,5,0,309,False,False,False,False,False,False,1541376000,0,0,0,0.6666666666666666,0.7,0.9699955203998633,0.9830349182708269,1.000440592250292,1.013889255315495,1.0313868169596063
2.1724,-0.06347097985227616,1.081,203.0615,2018-11-06,204.0082,Nov 6,200.9887,201.2179,31882881,31882881,202.542,2018,11,45,6,1,310,False,False,False,False,False,False,1541462400,0,1,0,0.3333333333333333,0.6,0.9988609363282293,0.9897922550557343,1.0138670565590835,1.0046621343780087,1.0150232326493978
6.1585,-0.03506769330815155,3.033,209.22,2018-11-07,209.3296,Nov 7,203.4202,205.2538,33424434,33424434,206.5064,2018,11,45,7,2,311,False,False,False,False,False,False,1541548800,0,1,1,0.3333333333333333,0.6,0.991066669654837,0.9722789408278367,1.0198573668307236,1.0005238504923049,1.0290502123191305
-0.730004,-0.03843448703669107,-0.349,208.49,2018-11-08,210.12,Nov 8,206.75,209.98,25362636,25362636,208.0776,2018,11,45,8,3,312,False,False,False,False,False,False,1541635200,0,0,1,0.6666666666666666,0.7,0.9846175826269169,0.9916542759844597,1.0006667301647776,1.0078181207731784,1.0162998790810158
-4.02,-0.056974912774676166,-1.928,204.47,2018-11-09,206.01,Nov 9,202.25,205.55,34365750,34365750,204.1159,2018,11,45,9,4,313,False,False,False,False,False,False,1541721600,0,0,0,0.6666666666666666,0.6,0.9839455120408659,0.9891426615151367,1.002237898321576,1.0075316672372474,1.0185908529048207
-10.3,-0.10447898867050855,-5.037,194.17,2018-11-12,199.85,Nov 12,193.79,199.0,51135518,51135518,195.5708,2018,11,46,12,0,316,False,False,False,False,False,False,1541980800,0,0,0,0.3333333333333333,0.5,0.9738190954773869,0.9980429520523253,1.0042713567839197,1.029252716691559,1.031270963414005
-1.94,-0.11342635830525753,-0.999,192.23,2018-11-13,197.18,Nov 13,191.4501,191.63,46882936,46882936,193.7888,2018,11,46,13,1,317,False,False,False,False,False,False,1542067200,0,1,0,0.0,0.5,0.9990612117100662,0.9959428809238933,1.028962062307572,1.025750403162878,1.0299289475429891
-5.43,-0.13846976919014767,-2.825,186.8,2018-11-14,194.48,Nov 14,185.93,193.9,60800957,60800957,188.6527,2018,11,46,14,2,318,False,False,False,False,False,False,1542153600,0,0,1,0.3333333333333333,0.5,0.958896338318721,0.9953426124197002,1.0029912325941206,1.0411134903640256,1.0459850481363953
4.61,-0.11720823619211017,2.468,191.41,2018-11-15,191.97,Nov 15,186.9,188.39,46478801,46478801,189.8177,2018,11,46,15,3,319,False,False,False,False,False,False,1542240000,0,1,0,0.3333333333333333,0.4,0.9920908753118531,0.9764380126430177,1.019003131801051,1.0029256569667206,1.027126805778491
2.12,-0.10743069824073495,1.108,193.53,2018-11-16,194.9695,Nov 16,189.46,190.5,36928253,36928253,193.1617,2018,11,46,16,4,320,False,False,False,False,False,False,1542326400,0,1,1,0.6666666666666666,0.4,0.9945406824146982,0.9789696687852013,1.023461942257218,1.0074381232883791,1.0290800168901086
0.257391,0.0,0.333,77.4747,2018-08-17,77.7024,"Aug 17, 18",77.0193,77.5539,10178657,10178657,77.3924,2018,8,33,17,4,229,False,False,False,False,False,False,1534464000,0,0,0,0.0,0.0,0.993106729642223,0.9941219520695144,1.0019147973216047,1.002939023965243,1.0088692055108264
0.544481,0.0070268100425041466,0.703,78.0191,2018-08-20,78.2072,"Aug 20, 18",77.3856,77.4747,8152096,8152096,77.9763,2018,8,34,20,0,232,False,False,False,False,False,False,1534723200,0,1,0,0.0,0.0,0.9988499471440354,0.9918801934398116,1.0094546994050961,1.0024109480883527,1.0106169623289087
0.019799,0.007282377343829658,0.025,78.0389,2018-08-21,78.7814,"Aug 21, 18",77.8805,78.2567,9192229,9192229,78.3819,2018,8,34,21,1,233,False,False,False,False,False,False,1534809600,0,0,1,0.0,0.0,0.9951927438800767,0.9979702430454556,1.0067048572198931,1.0095144857244274,1.0115677223438473
1.1187,0.02172192986871848,1.433,79.1576,2018-08-22,79.2467,"Aug 22, 18",78.227,78.3161,10098237,10098237,79.0164,2018,8,34,22,2,234,False,False,False,False,False,False,1534896000,0,1,0,0.3333333333333333,0.0,0.9988623028981269,0.9882437062265658,1.0118826141751185,1.0011256025953288,1.0130351413194933
-0.871169,0.010476968610398,-1.101,78.2864,2018-08-23,78.8309,"Aug 23, 18",78.1033,78.7616,7203899,7203899,78.3767,2018,8,34,23,3,235,False,False,False,False,False,False,1534982400,0,0,1,0.6666666666666666,0.0,0.9916418660870272,0.9976611518731223,1.0008798703936943,1.006955231049071,1.0093158675753777
0.534581,0.017377285746185522,0.683,78.821,2018-08-24,79.2467,"Aug 24, 18",78.623,78.722,6545216,6545216,78.8848,2018,8,34,24,4,236,False,False,False,False,False,False,1535068800,0,1,0,0.3333333333333333,0.0,0.9987424099997461,0.9974879790918665,1.0066652270013465,1.0054008449524874,1.0079327932030067
0.772173,0.02734441049787863,0.98,79.5932,2018-08-27,79.6625,"Aug 27, 18",79.0578,79.1081,6671872,6671872,79.4693,2018,8,35,27,0,239,False,False,False,False,False,False,1535328000,0,1,1,0.6666666666666666,0.0,0.9993641611920904,0.9932732947035677,1.0070081319106388,1.0008706773945513,1.0076488341441325
-0.118796,0.025811006689925926,-0.149,79.4744,2018-08-28,80.009,"Aug 28, 18",79.3952,79.7714,8823352,8823352,79.6593,2018,8,35,28,1,240,False,False,False,False,False,False,1535414400,0,0,1,0.6666666666666666,0.0,0.9952840240988625,0.9990034526841348,1.0029785110954552,1.0067266943820903,1.0077309459513926
0.57418,0.03322245842836429,0.722,80.0486,2018-08-29,80.2268,"Aug 29, 18",79.2912,79.6328,8004792,8004792,79.9293,2018,8,35,29,2,241,False,False,False,False,False,False,1535500800,0,1,0,0.6666666666666666,0.0,0.995710310324389,0.9905382480143314,1.00745923790197,1.0022261476153238,1.011799543959481
-0.346488,0.02875003065516876,-0.433,79.7021,2018-08-30,79.9694,"Aug 30, 18",79.316,79.6427,7450853,7450853,79.6795,2018,8,35,30,3,242,False,False,False,False,False,False,1535587200,0,1,1,0.6666666666666666,0.0,0.9958979291259588,0.9951557110791309,1.0041020708740411,1.0033537384836786,1.0082379343385948
-0.336588,0.024405386532635798,-0.422,79.3655,2018-08-31,79.6526,"Aug 31, 18",78.9695,79.4348,10700016,10700016,79.31,2018,8,35,31,4,243,True,False,False,False,False,False,1535673600,0,0,1,0.6666666666666666,0.6,0.9941423658144793,0.9950104264447398,1.0027418713208822,1.0036174408275638,1.0086501750675896
0.118796,0.025938790340588682,0.15,79.4843,2018-09-04,79.8803,"Sep 4, 18",79.0091,79.6031,8855027,8855027,79.5431,2018,9,36,4,1,247,False,False,False,False,False,False,1536019200,0,0,0,0.6666666666666666,0.6,0.9925379790485547,0.9940214608419524,1.003482276444008,1.0049821159650396,1.0110265779511474
1.0593,0.03961164096150097,1.333,80.5436,2018-09-05,80.6128,"Sep 5, 18",78.8012,79.0982,13878418,13878418,80.1338,2018,9,36,5,2,248,False,False,False,False,False,False,1536105600,0,1,0,0.3333333333333333,0.5,0.9962451737207673,0.9783669962604105,1.019148349772814,1.000859161994249,1.0229894976218636
-0.890968,0.028111112401855164,-1.106,79.6526,2018-09-06,80.8207,"Sep 6, 18",79.5338,80.2961,13320645,13320645,79.9763,2018,9,36,6,3,249,False,False,False,False,False,False,1536192000,0,0,1,0.3333333333333333,0.6,0.9905063882305617,0.9985085232622662,1.0065333185546994,1.0146649324692476,1.016180542109141
1.3563,0.045616181798703255,1.703,81.0088,2018-09-07,81.1078,"Sep 7, 18",79.019,79.3457,16417783,16417783,80.6366,2018,9,36,7,4,250,False,False,False,False,False,False,1536278400,0,1,0,0.3333333333333333,0.5,0.9958825746070677,0.975437236448386,1.0222078827208028,1.0012220894520103,1.026434148749035
-0.118796,0.044082777990750555,-0.147,80.89,2018-09-10,81.9097,"Sep 10, 18",80.8356,81.4107,10817038,10817038,81.1234,2018,9,37,10,0,253,False,False,False,False,False,False,1536537600,0,0,1,0.6666666666666666,0.6,0.9929358180190072,0.9993274817653603,1.006129415420823,1.0126060081592285,1.013287462454661
1.1385,0.05877789781696471,1.407,82.0285,2018-09-11,82.3552,"Sep 11, 18",80.8108,81.1375,11891917,11891917,81.914,2018,9,37,11,1,254,False,False,False,False,False,False,1536624000,0,1,0,0.3333333333333333,0.5,0.9959735017716839,0.9851551594872514,1.0150078570328145,1.0039827620887862,1.0191113069045226
0.26729,0.06222805638485856,0.326,82.2958,2018-09-12,82.9393,"Sep 12, 18",82.0384,82.4146,11556657,11556657,82.453,2018,9,37,12,2,255,False,False,False,False,False,False,1536710400,0,0,1,0.6666666666666666,0.5,0.9954352748178115,0.9968722583655545,1.0063665903856842,1.0078193540861138,1.0109814428365254
-0.801871,0.051877580681177184,-0.974,81.4939,2018-09-13,82.4146,"Sep 13, 18",81.187,82.3156,11162714,11162714,81.5829,2018,9,37,13,3,256,False,False,False,False,False,False,1536796800,0,0,0,0.3333333333333333,0.5,0.9862893546302279,0.996234073961364,1.0012026881903306,1.011297778115908,1.0151206473942873
0.593979,0.05954459972094124,0.729,82.0879,2018-09-14,82.3156,"Sep 14, 18",81.4444,81.5929,9442579,9442579,81.9731,2018,9,37,14,4,257,False,False,False,False,False,False,1536883200,0,1,0,0.3333333333333333,0.4,0.9981799886999972,0.9921608422191334,1.0088573883266805,1.0027738558301529,1.0106968680474042
0.485083,0.06580599860341499,0.591,82.573,2018-09-17,82.771,"Sep 17, 18",82.1572,82.1671,8403325,8403325,82.5207,2018,9,38,17,0,260,False,False,False,False,False,False,1537142400,0,1,1,0.3333333333333333,0.4,0.9998795138200083,0.9949644556937499,1.0073496569794966,1.0023978782410716,1.0074710433169582
0.217792,0.06861723891799525,0.264,82.7908,2018-09-18,83.2858,"Sep 18, 18",82.6126,83.0581,9219890,9219890,82.9035,2018,9,38,18,1,261,False,False,False,False,False,False,1537228800,0,0,1,0.6666666666666666,0.5,0.9946362847211772,0.9978475869299487,1.0027414544758428,1.0059789251945868,1.0081488780161862
0.989965,0.08139431324032229,1.196,83.7807,2018-09-19,83.9193,"Sep 19, 18",82.8007,82.8007,10413591,10413591,83.6096,2018,9,38,19,2,262,False,False,False,False,False,False,1537315200,0,1,0,0.6666666666666666,0.5,1.0,0.988302795273852,1.0135095476245974,1.0016543189541267,1.0135095476245974
0.188093,0.08382220260291429,0.225,83.9688,2018-09-20,84.4836,"Sep 20, 18",83.6916,84.0084,11198171,11198171,83.985,2018,9,38,20,3,263,False,False,False,False,False,False,1537401600,0,0,1,0.6666666666666666,0.5,0.996228948533718,0.9966987738302797,1.005656577199423,1.0061308486009088,1.0094633153147987
0.346488,0.08829463037610981,0.413,84.3153,2018-09-21,84.5727,"Sep 21, 18",83.6718,84.1569,26639437,26639437,84.2363,2018,9,38,21,4,264,False,False,False,False,False,False,1537488000,0,1,0,0.3333333333333333,0.5,0.9942357667642227,0.9923679332220844,1.004940771344952,1.0030528267111662,1.0107670684746832
1.4156,0.10656769242088057,1.679,85.731,2018-09-24,86.2111,"Sep 24, 18",84.8598,84.9291,13549454,13549454,85.7438,2018,9,39,24,0,267,False,False,False,False,False,False,1537747200,0,1,1,0.6666666666666666,0.5,0.9991840252634256,0.9898379815935894,1.015094943900265,1.0056000746521097,1.0159239121468586
-0.098996,0.10528985591425338,-0.115,85.632,2018-09-25,86.4833,"Sep 25, 18",85.5033,86.1578,12200690,12200690,85.7622,2018,9,39,25,1,268,False,False,False,False,False,False,1537833600,0,0,1,0.6666666666666666,0.6,0.9924034736262997,0.9984970571748878,1.0037779516190062,1.0099413770553063,1.0114615459286367
-0.712775,0.09608943306653663,-0.832,84.9192,2018-09-26,85.632,"Sep 26, 18",84.8301,85.1568,10275498,10275498,85.1891,2018,9,39,26,2,269,False,False,False,False,False,False,1537920000,0,0,0,0.6666666666666666,0.5,0.996163547714334,0.9989507673176384,1.005580294233696,1.0083938614588928,1.0094530125509695
-0.0099,0.09596164941587387,-0.012,84.9093,2018-09-27,85.5082,"Sep 27, 18",84.7311,85.2211,7895430,7895430,85.0511,2018,9,39,27,3,270,False,False,False,False,False,False,1538006400,0,0,0,0.3333333333333333,0.5,0.9942502502314566,0.9979012899647035,1.0033688839970383,1.0070534087549892,1.009171366829889
-0.742474,0.08637787561616884,-0.874,84.1668,2018-09-28,85.0676,"Sep 28, 18",84.1371,84.3945,9884941,9884941,84.4835,2018,9,39,28,4,271,False,False,False,False,False,False,1538092800,0,0,0,0.0,0.5,0.9969500382133908,0.9996471292718745,1.00797563822287,1.0107025573028796,1.011059330545027
0.782073,0.09647278401852472,0.929,84.9489,2018-10-01,85.1667,"Oct 1, 18",84.3995,84.4935,8568210,8568210,84.8439,2018,10,40,1,0,274,False,True,False,True,False,False,1538352000,0,1,0,0.0,0.4,0.9988874883866807,0.9935325825290263,1.0079674767881555,1.0025638942940993,1.0090901012446756
0.643477,0.10477872131160236,0.757,85.5924,2018-10-02,85.7953,"Oct 2, 18",84.7628,84.939,8453138,8453138,85.4908,2018,10,40,2,1,275,False,False,False,False,False,False,1538438400,0,1,1,0.3333333333333333,0.4,0.9979255701150238,0.9903075506703867,1.0100813525000294,1.0023705375710927,1.0121810511214826
-0.306889,0.10081742814105767,-0.359,85.2855,2018-10-03,86.0181,"Oct 3, 18",85.1122,85.6419,10206722,10206722,85.4692,2018,10,40,3,2,276,False,False,False,False,False,False,1538524800,0,0,1,0.6666666666666666,0.5,0.9938149433863563,0.9979680015946439,1.0043927096432936,1.0085899713315862,1.0106435975101102
-0.56428,0.09353376005328189,-0.662,84.7212,2018-10-04,85.2115,"Oct 4, 18",84.3945,84.642,10204586,10204586,84.7412,2018,10,40,4,3,277,False,False,False,False,False,False,1538611200,0,1,0,0.6666666666666666,0.4,0.9970759197561494,0.9961438223254628,1.0067283381772643,1.0057872173670817,1.009680725639704
-0.237592,0.09046695243737629,-0.28,84.4836,2018-10-05,84.84,"Oct 5, 18",84.0801,84.4539,9217393,9217393,84.401,2018,10,40,5,4,278,False,False,False,False,False,False,1538697600,0,1,1,0.6666666666666666,0.5,0.9955739166574901,0.9952239251168274,1.0045717249292216,1.0042185702313822,1.0090378103736795
0.782072,0.10056186083973216,0.926,85.2657,2018-10-08,85.4389,"Oct 8, 18",83.8005,83.9391,13242364,13242364,85.0031,2018,10,41,8,0,281,False,False,False,False,False,False,1538956800,0,1,1,0.6666666666666666,0.5,0.9983488028820896,0.9828160678913093,1.0178677159988612,1.0020312974619339,1.0195511959952506
0.376187,0.10541763956491614,0.441,85.6419,2018-10-09,86.0082,"Oct 9, 18",84.8796,85.5132,10177885,10177885,85.5289,2018,10,41,9,1,282,False,False,False,False,False,False,1539043200,0,1,1,1.0,0.5,0.9925906175888635,0.9910989830912205,1.0057885800087005,1.0042771120211018,1.0132964811332759
-1.97,0.07998869308303234,-2.3,83.6718,2018-10-10,85.9488,"Oct 10, 18",83.652,85.8597,16573426,16573426,84.4484,2018,10,41,10,2,283,False,False,False,False,False,False,1539129600,0,0,1,1.0,0.6,0.9742871218977005,0.9997633611324245,1.0010377394749808,1.0272134697711774,1.0274566059388897
-2.8907,0.042677157833460426,-3.455,80.7811,2018-10-11,83.3254,"Oct 11, 18",80.3555,83.0977,20320055,20320055,81.6407,2018,10,41,11,3,284,False,False,False,False,False,False,1539216000,0,0,0,0.6666666666666666,0.6,0.9670002900200607,0.9947314408939716,1.0027401480426053,1.0314962286970593,1.0369595111722283
-0.217792,0.039867208262826484,-0.27,80.5634,2018-10-12,81.4147,"Oct 12, 18",79.4645,81.3058,15216300,15216300,80.4837,2018,10,41,12,4,285,False,False,False,False,False,False,1539302400,0,0,0,0.3333333333333333,0.6,0.9773533991424965,0.9863598110308155,1.0013393878419496,1.0105668330780477,1.0245417765165576
-0.554381,0.03271132382571345,-0.688,80.009,2018-10-15,80.9148,"Oct 15, 18",80.009,80.5634,10558752,10558752,80.3315,2018,10,42,15,0,288,False,False,False,False,False,False,1539561600,0,0,0,0.0,0.6,0.9931184632227538,1.0,1.0043617821492141,1.0113212263620344,1.0113212263620344
0.376187,0.03756710255089725,0.47,80.3852,2018-10-16,80.4495,"Oct 16, 18",79.2071,79.7021,9781778,9781778,80.1526,2018,10,42,16,1,289,False,False,False,False,False,False,1539648000,0,1,0,0.0,0.5,0.9937893731783729,0.9853443171131004,1.0093774191646143,1.0007998984887765,1.0156854625406055
0.29699,0.04139932132683324,0.369,80.6821,2018-10-17,80.7019,Oct 17,79.5338,80.1278,12247748,12247748,80.3439,2018,10,42,17,2,290,False,False,False,False,False,False,1539734400,0,1,1,0.3333333333333333,0.5,0.9925868425190758,0.9857675990089498,1.0071648042252501,1.0002454075935057,1.014686837545798
0.346487,0.045871749100028766,0.429,81.0286,2018-10-18,81.6424,Oct 18,80.3852,80.3852,17448566,17448566,81.0816,2018,10,42,18,3,291,False,False,False,False,False,False,1539820800,0,1,1,0.6666666666666666,0.6,1.0,0.9920595937730629,1.0156396948692048,1.0075751031117408,1.0156396948692048
0.118796,0.047405152907981654,0.147,81.1474,2018-10-19,81.6361,Oct 19,80.692,80.8405,12098692,12098692,81.2051,2018,10,42,19,4,292,False,False,False,False,False,False,1539907200,0,1,1,1.0,0.6,0.998163049461594,0.9943879902498415,1.009841601672429,1.0060223740994783,1.0117000446140882
-0.811771,0.036928184297583655,-1.0,80.3357,2018-10-22,81.3553,Oct 22,79.8308,81.1771,9474105,9474105,80.3407,2018,10,43,22,0,295,False,False,False,False,False,False,1540166400,0,0,1,1.0,0.6,0.9834152735192561,0.9937151229154659,1.0021952003705479,1.0126917422764723,1.0190966393923149
-1.2969,0.020188526060765596,-1.614,79.0388,2018-10-23,79.6526,Oct 23,77.9251,79.2566,15465125,15465125,78.7407,2018,10,43,23,1,296,False,False,False,False,False,False,1540252800,0,0,0,0.6666666666666666,0.5,0.9832001372756337,0.98590945206658,1.004996429319451,1.0077658061610248,1.0221687235563381
-2.1977,-0.008178153642414896,-2.781,76.8411,2018-10-24,79.4546,Oct 24,76.7718,79.3259,16085735,16085735,77.8021,2018,10,43,24,2,297,False,False,False,False,False,False,1540339200,0,0,0,0.3333333333333333,0.4,0.967802445355174,0.9990981388866115,1.0016224209243134,1.0340117463180512,1.0349451230790472
0.683076,0.0006389182533135949,0.889,77.5242,2018-10-25,78.2567,Oct 25,76.9599,77.7024,12315457,12315457,77.545,2018,10,43,25,3,298,False,False,False,False,False,False,1540425600,0,0,0,0.0,0.4,0.9904443106004449,0.9927209826093015,1.0071336277901326,1.0094486624821668,1.016850333745236
-0.772173,-0.009328206498379513,-0.996,76.752,2018-10-26,77.6232,Oct 26,76.1877,77.0886,18160517,18160517,76.7943,2018,10,43,26,4,299,False,False,False,False,False,False,1540512000,0,0,0,0.0,0.4,0.9883134471244777,0.9926477485928706,1.0069348775305298,1.0113508442776735,1.018841624041676
-0.475183,-0.015461821730190685,-0.619,76.2768,2018-10-29,77.643,Oct 29,75.4551,77.2866,15707035,15707035,76.5894,2018,10,44,29,0,302,False,False,False,False,False,False,1540771200,0,0,0,0.0,0.4,0.9763024896942031,0.9892273928638853,1.0046114074108576,1.0179110817443837,1.0289960519567265
